Published_Year,Assembly_Accession,Organism_Name,Species,Genus,Family,Order,Class,Phylum
2006,GCF_000013925.1,Mycobacterium ulcerans Agy99,1809,1763,1762,85007,1760,201174
2006,GCF_000058485.1,Frankia alni ACN14a,1859,1854,74712,85013,1760,201174
2006,GCF_000027325.1,Mycoplasma genitalium G37,2097,2093,2092,2085,31969,544448
2006,GCF_000014045.1,Roseobacter denitrificans OCh 114,2434,2433,31989,204455,28211,1224
2006,GCF_000015365.1,Marinobacter hydrocarbonoclasticus VT8,2743,2742,72275,135622,1236,1224
2006,GCF_000015025.1,Acidothermus cellulolyticus 11B,28049,28048,85032,1643683,1760,201174
2006,GCF_000092045.1,Rhizobium etli CFN 42,29449,379,82115,356,28211,1224
2006,GCF_000015045.1,Pelobacter propionicus DSM 2379,29543,18,213421,69541,28221,1224
2006,GCF_000055945.1,Lawsonia intracellularis PHE/MN1-00,29546,41707,194924,213115,28221,1224
2006,GCF_000012385.1,Rickettsia bellii RML369-C,33990,780,775,766,28211,1224
2006,GCF_000013645.1,Paraburkholderia xenovorans LB400,36873,1822464,119060,80840,28216,1224
2006,GCF_000012605.1,Hydrogenovibrio crunogenus XCL-2,39765,28884,135616,72273,1236,1224
2006,GCF_000013005.1,Erythrobacter litoralis HTCC2594,39960,1041,335929,204457,28211,1224
2006,GCF_000014925.1,Paenarthrobacter aurescens TC1,43663,1742992,1268,85006,1760,201174
2006,GCF_000014185.1,Rubrobacter xylanophilus DSM 9941,49319,42255,84997,84996,84995,201174
2006,GCF_000010045.1,Desulfitobacterium hafniense Y51,49338,36853,186807,186802,186801,1239
2006,GCF_000014705.1,Shewanella frigidimarina NCIMB 400,56812,22,267890,135622,1236,1224
2006,GCF_000009365.1,Alcanivorax borkumensis SK2,59754,59753,224372,135619,1236,1224
2006,GCF_000015245.1,Shewanella amazonensis SB2B,60478,22,267890,135622,1236,1224
2006,GCF_000014685.1,Shewanella sp. MR-4,60480,22,267890,135622,1236,1224
2006,GCF_000014665.1,Shewanella sp. MR-7,60481,22,267890,135622,1236,1224
2006,GCF_000061505.1,Azoarcus sp. BH72,62928,12960,2008794,206389,28216,1224
2006,GCF_000010085.1,Sodalis glossinidius str. 'morsitans',63612,84565,1903410,91347,1236,1224
2006,GCF_000014585.1,Synechococcus sp. CC9311,64471,1129,1890426,1890424,NA,1117
2006,GCF_000014745.1,Maricaulis maris MCS10,74318,74317,69657,204455,28211,1224
2006,GCF_000013025.1,Hyphomonas neptunium ATCC 15444,81032,85,69657,204455,28211,1224
2006,GCF_000009945.1,Chlamydia felis Fe/C-56,83556,810,809,51291,204429,204428
2006,GCF_000013665.1,Saccharophagus degradans 2-40,86304,316625,1706371,1706369,1236,1224
2006,GCF_000203935.1,Shewanella sp. ANA-3,94122,22,267890,135622,1236,1224
2006,GCF_000014085.1,Burkholderia cenocepacia AU 1054,95486,32008,119060,80840,28216,1224
2006,GCF_000203955.1,Burkholderia cenocepacia HI2424,95486,32008,119060,80840,28216,1224
2006,GCF_000013345.1,Frankia casuarinae,106370,1854,74712,85013,1760,201174
2006,GCF_000009285.1,Cupriavidus necator H16,106590,106589,119060,80840,28216,1224
2006,GCF_000015305.1,Mycolicibacterium vanbaalenii PYR-1,110539,1866885,1762,85007,1760,201174
2006,GCF_000010365.1,Candidatus Carsonella ruddii PV,114186,114185,28256,135619,1236,1224
2006,GCF_000013985.1,Sphingopyxis alaskensis RB2256,117207,165697,41297,204457,28211,1224
2006,GCF_000014965.1,Syntrophobacter fumaroxidans MPOB,119484,29526,213465,213462,28221,1224
2006,GCF_000014565.1,Rhodococcus jostii RHA1,132919,1827,85025,85007,1760,201174
2006,GCF_000203915.1,Burkholderia ambifaria AMMD,152480,32008,119060,80840,28216,1224
2006,GCF_000055785.1,Chromohalobacter salexigens DSM 3043,158080,42054,28256,135619,1236,1224
2006,GCF_000013385.1,Anaeromyxobacter dehalogenans 2CP-C,161493,161492,1524215,29,28221,1224
2006,GCF_000014165.1,Mycobacterium sp. MCS,164756,1763,1762,85007,1760,201174
2006,GCF_000013185.1,Baumannia cicadellinicola str. Hc (Homalodisca coagulata),186490,NA,NA,NA,1236,1224
2006,GCF_000015405.1,Mycobacterium sp. KMS,189918,1763,1762,85007,1760,201174
2006,GCF_000013765.1,Shewanella denitrificans OS217,192073,22,267890,135622,1236,1224
2006,GCF_000013605.1,Rhodoferax ferrireducens T118,192843,28065,80864,80840,28216,1224
2006,GCF_000015265.1,Nocardioides sp. JS614,196162,1839,85015,85009,1760,201174
2006,GCF_000012225.1,Aster yellows witches'-broom phytoplasma AYWB,229545,33926,2146,186329,31969,544448
2006,GCF_000014245.1,Chelativorans sp. BNC1,266779,449972,69277,356,28211,1224
2006,GCF_000196235.1,Arthrobacter sp. FB24,290399,1663,1268,85006,1760,201174
2006,GCF_000013565.1,Jannaschia sp. CCS1,290400,188905,31989,204455,28211,1224
2006,GCF_000014065.1,Ruegeria sp. TM1040,292414,97050,31989,204455,28211,1224
2006,GCF_000013865.1,Polaromonas sp. JS666,296591,52972,80864,80840,28216,1224
2006,GCF_000026105.1,Pseudomonas entomophila L48,312306,286,135621,72274,1236,1224
2006,GCF_000013405.1,Syntrophus aciditrophicus SB,316277,43773,213468,213462,28221,1224
2006,GCF_000013205.1,Synechococcus sp. JA-3-3Ab,321327,1129,1890426,1890424,NA,1117
2006,GCF_000013225.1,Synechococcus sp. JA-2-3B'a(2-13),321332,1129,1890426,1890424,NA,1117
2006,GCF_000013905.1,Psychrobacter cryohalolentis K5,330922,497,468,72274,1236,1224
2006,GCF_000014905.1,Candidatus Solibacter usitatus Ellin6076,332163,332162,332161,332160,332159,57723
2006,GCF_000014785.1,Alkalilimnicola ehrlichii MLHE-1,351052,133193,72276,135613,1236,1224
2006,GCF_000015285.1,Psychromonas ingrahamii 37,357794,67572,267894,135622,1236,1224
2006,GCF_000015105.1,Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica),386487,1541743,NA,NA,1236,1224
2006,GCF_000060345.1,Gramella forsetii KT0803,411153,292691,49546,200644,117743,976
2006,GCF_000014005.1,Candidatus Koribacter versatilis Ellin345,658062,658061,204434,204433,204432,57723
2006,GCF_000014865.1,Magnetococcus marinus MC-1,1124597,162171,1191479,1191478,28211,1224
2007,GCF_000010525.1,Azorhizobium caulinodans ORS 571,7,6,335928,356,28211,1224
2007,GCF_000016585.1,Shewanella putrefaciens CN-32,24,22,267890,135622,1236,1224
2007,GCF_000067165.1,Sorangium cellulosum So ce56,56,39643,49,29,28221,1224
2007,GCF_000015525.1,Campylobacter jejuni subsp. jejuni 81-176,197,194,72294,213849,29547,1224
2007,GCF_000017905.1,Campylobacter jejuni subsp. jejuni 81116,197,194,72294,213849,29547,1224
2007,GCF_000016845.1,Brucella ovis ATCC 25840,236,234,118882,356,28211,1224
2007,GCF_000016105.1,Francisella tularensis subsp. tularensis WY96-3418,263,262,34064,72273,1236,1224
2007,GCF_000017785.1,Francisella tularensis subsp. holarctica FTNF002-00,263,262,34064,72273,1236,1224
2007,GCF_000017645.1,Xanthobacter autotrophicus Py2,280,279,335928,356,28211,1224
2007,GCF_000017205.1,Pseudomonas aeruginosa PA7,287,286,135621,72274,1236,1224
2007,GCF_000016565.1,Pseudomonas mendocina ymp,300,286,135621,72274,1236,1224
2007,GCF_000016865.1,Pseudomonas putida F1,303,286,135621,72274,1236,1224
2007,GCF_000013785.1,Pseudomonas stutzeri A1501,316,286,135621,72274,1236,1224
2007,GCF_000018845.1,Methylorubrum extorquens PA1,408,2282523,119045,356,28211,1224
2007,GCF_000009465.1,Neisseria meningitidis FAM18,487,482,481,206351,28216,1224
2007,GCF_000014105.1,Neisseria meningitidis 053442,487,482,481,206351,28216,1224
2007,GCF_000016725.1,Acidiphilium cryptum JF-5,524,522,433,204441,28211,1224
2007,GCF_000017405.1,Ochrobactrum anthropi ATCC 49188,529,528,118882,356,28211,1224
2007,GCF_000018045.1,Citrobacter koseri ATCC BAA-895,545,544,543,91347,1236,1224
2007,GCF_000017745.1,Escherichia coli O139:H28 str. E24377A,562,561,543,91347,1236,1224
2007,GCF_000017765.1,Escherichia coli HS,562,561,543,91347,1236,1224
2007,GCF_000016305.1,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,573,570,543,91347,1236,1224
2007,GCF_000012005.1,Shigella dysenteriae Sd197,622,620,543,91347,1236,1224
2007,GCF_000009345.1,Yersinia enterocolitica subsp. enterocolitica 8081,630,629,1903411,91347,1236,1224
2007,GCF_000016445.1,Yersinia pestis Pestoides F,632,629,1903411,91347,1236,1224
2007,GCF_000018805.1,Yersinia pestis Angola,632,629,1903411,91347,1236,1224
2007,GCF_000016945.1,Yersinia pseudotuberculosis IP 31758,633,629,1903411,91347,1236,1224
2007,GCF_000196395.1,Aeromonas salmonicida subsp. salmonicida A449,645,642,84642,135624,1236,1224
2007,GCF_000016245.1,Vibrio cholerae O395,666,662,641,135623,1236,1224
2007,GCF_000017705.1,Vibrio campbellii ATCC BAA-1116,680,662,641,135623,1236,1224
2007,GCF_000015885.1,Actinobacillus pleuropneumoniae serovar 5b str. L20,715,713,712,135625,1236,1224
2007,GCF_000012185.1,Haemophilus influenzae 86-028NP,727,724,712,135625,1236,1224
2007,GCF_000015445.1,Bartonella bacilliformis KC583,774,773,772,356,28211,1224
2007,GCF_000017105.1,Coxiella burnetii Dugway 5J108-111,777,776,118968,118969,1236,1224
2007,GCF_000018745.1,Coxiella burnetii RSA 331,777,776,118968,118969,1236,1224
2007,GCF_000018225.1,Rickettsia rickettsii str. 'Sheila Smith',783,780,775,766,28211,1224
2007,GCF_000063545.1,Orientia tsutsugamushi str. Boryong,784,69474,775,766,28211,1224
2007,GCF_000018205.1,Rickettsia akari str. Hartford,786,780,775,766,28211,1224
2007,GCF_000014345.1,Rickettsia canadensis str. McKiel,788,780,775,766,28211,1224
2007,GCF_000012825.1,Bacteroides vulgatus ATCC 8482,821,816,815,171549,200643,976
2007,GCF_000012845.1,Parabacteroides distasonis ATCC 8503,823,375288,2005525,171549,200643,976
2007,GCF_000015345.1,Dichelobacter nodosus VCS1703A,870,869,868,135615,1236,1224
2007,GCF_000015485.1,Desulfovibrio vulgaris DP4,881,872,194924,213115,28221,1224
2007,GCF_000016645.1,Flavobacterium johnsoniae UW101,986,237,49546,200644,117743,976
2007,GCF_000015585.1,Halorhodospira halophila SL1,1053,85108,72276,135613,1236,1224
2007,GCF_000015985.1,Rhodobacter sphaeroides ATCC 17029,1063,1060,31989,204455,28211,1224
2007,GCF_000016405.1,Rhodobacter sphaeroides ATCC 17025,1063,1060,31989,204455,28211,1224
2007,GCF_000016085.1,Chlorobium phaeovibrioides DSM 265,1094,1091,191412,191411,191410,1090
2007,GCF_000018865.1,Chloroflexus aurantiacus J-10-fl,1108,1107,1106,32064,32061,200795
2007,GCF_000012465.1,Prochlorococcus marinus str. NATL2A,1219,1218,1213,1890424,NA,1117
2007,GCF_000015645.1,Prochlorococcus marinus str. AS9601,1219,1218,1213,1890424,NA,1117
2007,GCF_000015665.1,Prochlorococcus marinus str. MIT 9515,1219,1218,1213,1890424,NA,1117
2007,GCF_000015685.1,Prochlorococcus marinus str. NATL1A,1219,1218,1213,1890424,NA,1117
2007,GCF_000015965.1,Prochlorococcus marinus str. MIT 9301,1219,1218,1213,1890424,NA,1117
2007,GCF_000018065.1,Prochlorococcus marinus str. MIT 9215,1219,1218,1213,1890424,NA,1117
2007,GCF_000010445.1,Staphylococcus aureus subsp. aureus Mu3,1280,1279,90964,1385,91061,1239
2007,GCF_000010465.1,Staphylococcus aureus subsp. aureus str. Newman,1280,1279,90964,1385,91061,1239
2007,GCF_000016805.1,Staphylococcus aureus subsp. aureus JH9,1280,1279,90964,1385,91061,1239
2007,GCF_000017125.1,Staphylococcus aureus subsp. aureus JH1,1280,1279,90964,1385,91061,1239
2007,GCF_000017005.1,Streptococcus gordonii str. Challis substr. CH1,1302,1301,1300,186826,91061,1239
2007,GCF_000014205.1,Streptococcus sanguinis SK36,1305,1301,1300,186826,91061,1239
2007,GCF_000009385.1,Streptococcus pyogenes str. Manfredo,1314,1301,1300,186826,91061,1239
2007,GCF_000009425.1,Lactococcus lactis subsp. cremoris MG1363,1358,1357,1300,186826,91061,1239
2007,GCF_000011645.1,Bacillus licheniformis DSM 13 = ATCC 14580,1402,1386,186817,1385,91061,1239
2007,GCF_000018825.1,Bacillus mycoides KBAB4,1405,1386,186817,1385,91061,1239
2007,GCF_000017025.1,Clostridium botulinum A str. ATCC 19397,1491,1485,31979,186802,186801,1239
2007,GCF_000017045.1,Clostridium botulinum A str. Hall,1491,1485,31979,186802,186801,1239
2007,GCF_000017065.1,Clostridium botulinum F str. Langeland,1491,1485,31979,186802,186801,1239
2007,GCF_000063585.1,Clostridium botulinum A str. ATCC 3502,1491,1485,31979,186802,186801,1239
2007,GCF_000015865.1,Hungateiclostridium thermocellum ATCC 27405,1515,2304692,2304686,186802,186801,1239
2007,GCF_000016965.1,Clostridium beijerinckii NCIMB 8052,1520,1485,31979,186802,186801,1239
2007,GCF_000016505.1,Clostridium kluyveri DSM 555,1534,1485,31979,186802,186801,1239
2007,GCF_000011985.1,Lactobacillus acidophilus NCFM,1579,1578,33958,186826,91061,1239
2007,GCF_000015385.1,Lactobacillus helveticus DPC 4571,1587,1578,33958,186826,91061,1239
2007,GCF_000016825.1,Lactobacillus reuteri DSM 20016,1598,1578,33958,186826,91061,1239
2007,GCF_000018885.1,Renibacterium salmoninarum ATCC 33209,1646,1645,1268,85006,1760,201174
2007,GCF_000010225.1,Corynebacterium glutamicum R,1718,1716,1653,85007,1760,201174
2007,GCF_000009445.1,Mycobacterium tuberculosis variant bovis BCG str. Pasteur 1173P2,1773,1763,1762,85007,1760,201174
2007,GCF_000016145.1,Mycobacterium tuberculosis H37Ra,1773,1763,1762,85007,1760,201174
2007,GCF_000016925.1,Mycobacterium tuberculosis F11,1773,1763,1762,85007,1760,201174
2007,GCF_000016365.1,Mycolicibacterium gilvum PYR-GCK,1804,1866885,1762,85007,1760,201174
2007,GCF_000062885.1,Saccharopolyspora erythraea NRRL 2338,1836,1835,2070,85010,1760,201174
2007,GCF_000011445.1,Mycoplasma mycoides subsp. mycoides SC str. PG1,2102,2093,2092,2085,31969,544448
2007,GCF_000063605.1,Mycoplasma agalactiae PG2,2110,2093,2092,2085,31969,544448
2007,GCF_000018785.1,Acholeplasma laidlawii PG-8A,2148,2147,2146,186329,31969,544448
2007,GCF_000017545.1,Fervidobacterium nodosum Rt17-B1,2424,2422,1643950,2419,188708,200918
2007,GCF_000015465.1,Burkholderia mallei SAVP1,13373,32008,119060,80840,28216,1224
2007,GCF_000015605.1,Burkholderia mallei NCTC 10229,13373,32008,119060,80840,28216,1224
2007,GCF_000015625.1,Burkholderia mallei NCTC 10247,13373,32008,119060,80840,28216,1224
2007,GCF_000017665.1,Cronobacter sakazakii ATCC BAA-894,28141,413496,543,91347,1236,1224
2007,GCF_000018085.1,Serratia proteamaculans 568,28151,613,1903411,91347,1236,1224
2007,GCF_000014025.1,Arcobacter butzleri RM4018,28197,28196,72294,213849,29547,1224
2007,GCF_000063485.1,Clavibacter michiganensis subsp. michiganensis NCPPB 382,28447,1573,85023,85006,1760,201174
2007,GCF_000015905.1,Burkholderia pseudomallei 668,28450,32008,119060,80840,28216,1224
2007,GCF_000015925.1,Burkholderia pseudomallei 1106a,28450,32008,119060,80840,28216,1224
2007,GCF_000018625.1,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:-",28901,590,543,91347,1236,1224
2007,GCF_000018705.1,Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7,28901,590,543,91347,1236,1224
2007,GCF_000018905.1,Brucella suis ATCC 23445,29461,234,118882,356,28211,1224
2007,GCF_000063505.1,Synechococcus sp. WH 7803,32051,1129,1890426,1890424,NA,1117
2007,GCF_000015745.1,Geobacillus thermodenitrificans NG80-2,33940,129337,186817,1385,91061,1239
2007,GCF_000018245.1,Rickettsia bellii OSU 85-389,33990,780,775,766,28211,1224
2007,GCF_000067045.1,Gluconacetobacter diazotrophicus PA1 5,33996,89583,433,204441,28211,1224
2007,GCF_000016625.1,Rickettsia massiliae MTU5,35791,780,775,766,28211,1224
2007,GCF_000018525.1,Brucella canis ATCC 23365,36855,234,118882,356,28211,1224
2007,GCF_000016545.1,Caldicellulosiruptor saccharolyticus DSM 8903,44001,44000,543371,68295,186801,1239
2007,GCF_000016905.1,Thermosipho melanesiensis BI429,46541,2420,1643950,2419,188708,200918
2007,GCF_000013325.1,Novosphingobium aromaticivorans DSM 12444,48935,165696,41297,204457,28211,1224
2007,GCF_000016165.1,Desulfotomaculum reducens MI-1,59610,1562,186807,186802,186801,1239
2007,GCF_000016705.1,Dehalococcoides mccartyi BAV1,61435,61434,1202464,1202465,301297,200795
2007,GCF_000015845.1,Shewanella baltica OS155,62322,22,267890,135622,1236,1224
2007,GCF_000017325.1,Shewanella baltica OS185,62322,22,267890,135622,1236,1224
2007,GCF_000018765.1,Shewanella baltica OS195,62322,22,267890,135622,1236,1224
2007,GCF_000018685.1,Lachnoclostridium phytofermentans ISDg,66219,1506553,186803,186802,186801,1239
2007,GCF_000017245.1,Actinobacillus succinogenes 130Z,67854,713,712,135625,1236,1224
2007,GCF_000196275.1,Deinococcus geothermalis DSM 11300,68909,1298,183710,118964,188787,1297
2007,GCF_000018605.1,Petrotoga mobilis SJ95,69499,28236,1643949,1643947,188708,200918
2007,GCF_000018285.1,Shewanella pealeana ATCC 700345,70864,22,267890,135622,1236,1224
2007,GCF_000017585.1,Campylobacter hominis ATCC BAA-381,76517,194,72294,213849,29547,1224
2007,GCF_000018665.1,Delftia acidovorans SPH-1,80866,80865,80864,80840,28216,1224
2007,GCF_000015325.1,Acidovorax citrulli AAC00-1,80869,12916,80864,80840,28216,1224
2007,GCF_000196435.1,Bartonella tribocorum CIP 105476,85701,773,772,356,28211,1224
2007,GCF_000018505.1,Burkholderia multivorans ATCC 17616,87883,32008,119060,80840,28216,1224
2007,GCF_000016785.1,Thermotoga petrophila RKU-1,93929,2335,188709,2419,188708,200918
2007,GCF_000067205.1,Bordetella petrii,94624,517,506,80840,28216,1224
2007,GCF_000009845.1,Onion yellows phytoplasma OY-M,100379,33926,2146,186329,31969,544448
2007,GCF_000015725.1,Methylibium petroleiphilum PM1,105560,316612,NA,80840,28216,1224
2007,GCF_000017145.1,Sinorhizobium medicae WSM419,110321,28105,82115,356,28211,1224
2007,GCF_000026145.1,Bradyrhizobium sp. ORS 278,114615,374,41294,356,28211,1224
2007,GCF_000017805.1,Roseiflexus castenholzii DSM 13941,120962,120961,1508635,32064,32061,200795
2007,GCF_000018105.1,Acaryochloris marina MBIC11017,155978,155977,1890429,1890424,NA,1117
2007,GCF_000016765.1,Sphingomonas wittichii RW1,160791,13687,41297,204457,28211,1224
2007,GCF_000016005.1,Mycobacterium sp. JLS,164757,1763,1762,85007,1760,201174
2007,GCF_000016425.1,Salinispora tropica CNB-440,168695,168694,28056,85008,1760,201174
2007,GCF_000018265.1,Salinispora arenicola CNS-205,168697,168694,28056,85008,1760,201174
2007,GCF_000017865.1,Pseudothermotoga lettingae TMO,177758,1643951,188709,2419,188708,200918
2007,GCF_000018405.1,Desulfococcus oleovorans Hxd3,181663,896,213119,213118,28221,1224
2007,GCF_000026125.1,Herminiimonas arsenicoxydans,204773,303379,75682,80840,28216,1224
2007,GCF_000016985.1,Alkaliphilus metalliredigens QYMF,208226,114627,31979,186802,186801,1239
2007,GCF_000018145.1,Dinoroseobacter shibae DFL 12 = DSM 16493,215813,309512,31989,204455,28211,1224
2007,GCF_000015505.1,Polaromonas naphthalenivorans CJ2,216465,52972,80864,80840,28216,1224
2007,GCF_000015545.1,Acidovorax sp. JS42,232721,12916,80864,80840,28216,1224
2007,GCF_000017565.1,Parvibaculum lavamentivorans DS-1,256618,256616,119043,356,28211,1224
2007,GCF_000018025.1,Shewanella sediminis HAW-EB3,271097,22,267890,135622,1236,1224
2007,GCF_000015165.1,Bradyrhizobium sp. BTAi1,288000,374,41294,356,28211,1224
2007,GCF_000018005.1,Frankia sp. EAN1pec,298653,1854,74712,85013,1760,201174
2007,GCF_000063525.1,Synechococcus sp. RCC307,316278,1129,1890426,1890424,NA,1117
2007,GCF_000016885.1,Psychrobacter sp. PRwf-1,349106,497,468,72274,1236,1224
2007,GCF_000016745.1,Geobacter uraniireducens Rf4,351604,28231,213422,69541,28221,1224
2007,GCF_000015185.1,Shewanella sp. W3-18-1,351745,22,267890,135622,1236,1224
2007,GCF_000016665.1,Roseiflexus sp. RS-1,357808,120961,1508635,32064,32061,200795
2007,GCF_000016065.1,Shewanella loihica PV-4,359303,22,267890,135622,1236,1224
2007,GCF_000015565.1,Verminephrobacter eiseniae EF01-2,364317,364316,80864,80840,28216,1224
2007,GCF_000013625.1,Janthinobacterium sp. Marseille,375286,29580,75682,80840,28216,1224
2007,GCF_000010325.1,Nitratiruptor sp. SB155-2,387092,269258,NA,NA,29547,1224
2007,GCF_000010345.1,Sulfurovum sp. NBC37-1,387093,265570,NA,NA,29547,1224
2007,GCF_000016325.1,Enterobacter sp. 638,399742,547,543,91347,1236,1224
2007,GCF_000017285.1,Marinomonas sp. MWYL1,400668,28253,135620,135619,1236,1224
2007,GCF_000017505.1,Anaeromyxobacter sp. Fw109-5,404589,161492,1524215,29,28221,1224
2007,GCF_000010405.1,Candidatus Vesicomyosocius okutanii HA,410330,NA,NA,NA,1236,1224
2007,GCF_000018325.1,Alkaliphilus oremlandii OhILAs,461876,114627,31979,186802,186801,1239
2007,GCF_000015785.1,Bacillus velezensis FZB42,492670,1386,186817,1385,91061,1239
